aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,dois,ecs,repacxns,annotation
924,2,qHTS Screen for Compounds that Selectively Target Cancer Cells with p53 Mutations: Cytotoxicity of p53ts Cells at the Permissive Temperature,"NIH Chemical Genomics Center [NCGC]_|_NIH Molecular Libraries Screening Centers Network [MLSCN]_|__|_MLSCN Grant: 1 X01 MH079844-01_|_Assay Submitter (PI): Dr. SUN, YI, University of Michigan_|__|_NCGC Assay Overview:_|__|_Synthetic Lethal Screen for Compounds to Kill Cancer Cells with p53 Mutation. _|__|_Tumor suppressor gene p53 serves as a major cellular barrier against tumorigenesis. It has been reported that p53 mutations occurs in half of all tumors, and the other half possess alterations in the p53 p",2,National Center for Advancing Translational Sciences (NCATS),P53T796.1,20100706,"11,13,51,66,108,119,138,174,177,178,180,185,190,191,196,199,204,224,227,239,240,241,243,244,248,249,253,261,263,275,286,289,298,299,300,304,305,311,323,335,339,370,379,398,401,403,408,447,460,471,500,525,527,535,546,547,564,588,596,607,610,612,636,650,660,681,698,700,701,702,713,727,736,750,753,774,785,787,795,827,830,836,846,847,853,864,887,896,903,904,912,914,931,932,936,938,949,957,967,978,991,992,995,996,1004,1017,1023,1030,1045,1046,1047,1049,1050,1052,1054,1057,1064,1066,1072,1102,1103,1123,1140,1148,","842121,842122,842123,842124,842125,842126,842127,842128,842129,842130,842131,842132,842133,842134,842135,842136,842137,842138,842139,842140,842141,842142,842143,842144,842145,842146,842147,842148,842149,842150,842151,842152,842153,842154,842155,842156,842157,842158,842159,842160,842161,842162,842163,842164,842165,842166,842167,842168,842169,842170,842171,842172,842173,842174,842175,842176,842177,842178,842179,842180,842181,842182,842183,842184,842185,842186,842187,842188,842189,842190,842191,842192,842193,8",7157,Toxicity,NP_000537,Governmental Organizations|NIH Initiatives,"16652354,16864780,19679550",0,10.1002/mc.20231|10.1073/pnas.0604348103|10.1158/0008-5472.can-09-0891,NULL,P04637,NULL
900,2,qHTS Assay for Allosteric/Competitive Inhibitors of Caspase-1,"NIH Molecular Libraries Screening Centers Network [MLSCN]_|_NIH Chemical Genomics Center [NCGC]_|__|_MLSCN Grant: 1 X01 MH078950-01_|_PI Name: Dr. James Wells, _|_Dr. Enrique Perez-Paya, Dr.Janice Williams, Dr. Dennis Wolan, Mr. Brandon Butler_|__|_NCGC Assay Overview:_|__|_The caspases (Cysteine Aspartyl Protease) comprise a related family of 14 dimeric proteases that are critical mediators of apoptosis (programmed cell death) and inflammation. The caspases represent an important class of drug targets for ",2,National Center for Advancing Translational Sciences (NCATS),CASP120,20100712,"11,13,51,66,108,119,138,174,177,178,180,185,190,191,196,199,204,224,227,239,240,241,243,244,248,249,253,261,263,275,286,289,298,299,300,304,305,311,323,335,339,370,379,398,401,403,408,447,460,471,500,525,527,535,546,547,564,588,596,607,610,612,636,650,660,681,698,700,701,702,713,727,736,750,753,774,785,787,795,827,830,836,846,847,853,864,887,896,903,904,912,914,931,932,936,938,949,957,967,978,991,992,995,996,1004,1017,1023,1030,1045,1046,1047,1049,1050,1052,1054,1057,1064,1066,1072,1102,1103,1123,1140,1148,","842121,842122,842123,842124,842125,842126,842127,842128,842129,842130,842131,842132,842133,842134,842135,842136,842137,842138,842139,842140,842141,842142,842143,842144,842145,842146,842147,842148,842149,842150,842151,842152,842153,842154,842155,842156,842157,842158,842159,842160,842161,842162,842163,842164,842165,842166,842167,842168,842169,842170,842171,842172,842173,842174,842175,842176,842177,842178,842179,842180,842181,842182,842183,842184,842185,842186,842187,842188,842189,842190,842191,842192,842193,8",834,NULL,NP_150634,Governmental Organizations|NIH Initiatives,"15314233,16682620,16864780,20229566",0,10.1002/cmdc.200900531|10.1073/pnas.0404781101|10.1073/pnas.0602571103|10.1073/pnas.0604348103,3.4.22.36,P29466,NULL
889,2,qHTS Assay for Allosteric/Competitive Inhibitors of Caspase-7,"NIH Molecular Libraries Screening Centers Network [MLSCN]_|_NIH Chemical Genomics Center [NCGC]_|__|_MLSCN Grant: 1 X01 MH078950-01_|_PI Name: Dr. James Wells, _|_Dr. Enrique Perez-Paya, Dr.Janice Williams, Dr. Dennis Wolan, Mr. Brandon Butler_|__|_NCGC Assay Overview:_|__|_The caspases (Cysteine Aspartyl Protease) comprise a related family of 14 dimeric proteases that are critical mediators of apoptosis (programmed cell death) and inflammation. The caspases represent an important class of drug targets for ",2,National Center for Advancing Translational Sciences (NCATS),CASP513,20100712,"11,13,51,66,108,119,138,174,177,178,180,185,190,191,196,199,204,224,227,239,240,241,243,244,248,249,253,261,263,275,286,289,298,299,300,304,305,311,323,335,339,370,379,398,401,403,408,447,460,471,500,525,527,535,546,547,564,588,596,607,610,612,636,650,660,681,698,700,701,702,713,727,736,750,753,774,785,787,795,827,830,836,846,847,853,864,887,896,903,904,912,914,931,932,936,938,949,957,967,978,991,992,995,996,1004,1017,1023,1030,1045,1046,1047,1049,1050,1052,1054,1057,1064,1066,1072,1102,1103,1123,1140,1148,","842121,842122,842123,842124,842125,842126,842127,842128,842129,842130,842131,842132,842133,842134,842135,842136,842137,842138,842139,842140,842141,842142,842143,842144,842145,842146,842147,842148,842149,842150,842151,842152,842153,842154,842155,842156,842157,842158,842159,842160,842161,842162,842163,842164,842165,842166,842167,842168,842169,842170,842171,842172,842173,842174,842175,842176,842177,842178,842179,842180,842181,842182,842183,842184,842185,842186,842187,842188,842189,842190,842191,842192,842193,8",840,NULL,P55210,Governmental Organizations|NIH Initiatives,"15314233,16682620,16864780",0,10.1073/pnas.0404781101|10.1073/pnas.0602571103|10.1073/pnas.0604348103,3.4.22.60,P55210,NULL
881,2,qHTS Assay for Inhibitors of 15-hLO-2 (15-human lipoxygenase 2),"Assay Overview:_|__|_NIH Molecular Libraries Screening Centers Network [MLSCN]_|_NIH Chemical Genomics Center [NCGC]_|_MLSCN Grant: MH081283-01A1_|_PI Name: Holman, T.R., University of California, Santa Cruz_|__|_Human lipoxygenase 15hLO-2 is a member of the closely related lipoxygenase family of enzymes which catalyze the site-specific oxidation of arachidonic acid to various hormone precursor molecules and as such is a candidate for drug development in a variety of disease areas, such as cancer and inflam",2,National Center for Advancing Translational Sciences (NCATS),LPOX575,20110304,"11,13,51,66,108,119,138,174,177,178,180,185,190,191,196,199,204,206,224,227,239,240,241,243,244,248,249,253,261,263,275,286,289,298,299,300,304,305,311,323,335,338,339,342,366,370,379,398,401,403,408,447,453,460,464,471,500,527,535,546,547,564,588,596,607,610,612,636,650,660,681,698,700,701,702,710,713,727,736,750,753,774,785,787,795,827,830,836,846,847,853,864,876,887,892,896,903,904,912,914,931,932,936,938,949,957,967,978,991,992,995,996,999,1004,1017,1023,1030,1045,1046,1049,1050,1052,1054,1057,1064,1066","842121,842123,842124,842125,842126,842127,842128,842129,842130,842131,842132,842133,842134,842135,842136,842137,842138,842139,842140,842141,842142,842143,842144,842145,842146,842147,842148,842149,842150,842151,842152,842153,842154,842155,842156,842157,842159,842160,842161,842162,842163,842164,842165,842166,842167,842168,842169,842170,842171,842172,842173,842174,842176,842178,842179,842180,842181,842182,842183,842184,842185,842186,842187,842188,842189,842190,842191,842192,842193,842194,842195,842196,842197,8",247,NULL,O15296,Governmental Organizations|NIH Initiatives,"16500106,16864780,17826100,17869117",0,10.1016/j.bmc.2006.01.057|10.1016/j.bmc.2007.07.036|10.1016/j.bmc.2007.08.015|10.1073/pnas.0604348103,"1.13.11.-,1.13.11.33",O15296,NULL
894,2,qHTS Assay for Inhibitors of HPGD (15-Hydroxyprostaglandin Dehydrogenase),"Human 15-Hydroxyprostaglandin dehydrogenase (HPGD) catalyzes the inactivation of prostaglandin E2, and plays a major role in cancer biology by antagonizing the oncogenic potential of cyclooxygenase type 2 (COX2). Assays are available, based on absorbance/fluorescence increase of NADH with the substrate 15-OH prostaglandin E2.  _|__|_References _|_1. Myung SJ, Rerko RM, Yan M, Platzer P, Guda K, Dotson A, Lawrence E, Dannenberg AJ, Lovgren AK, Luo G, Pretlow TP, Newman RA, Willis J, Dawson D, Markowitz SD. 1",2,National Center for Advancing Translational Sciences (NCATS),HPGD335,20100301,"11,13,51,66,108,119,174,177,178,180,185,190,191,196,199,204,206,224,227,239,240,241,243,244,253,261,263,275,289,298,299,300,304,311,323,335,338,339,342,366,370,379,398,401,403,408,447,453,460,464,471,500,525,527,535,546,547,564,588,596,607,610,612,636,650,660,681,698,700,701,702,710,713,727,736,750,753,774,785,795,803,827,830,836,846,847,853,864,876,887,892,896,903,904,912,914,931,932,936,938,949,957,967,978,991,992,995,996,999,1004,1017,1023,1030,1046,1047,1049,1050,1052,1054,1057,1064,1066,1072,1080,1102,","842121,842122,842123,842124,842125,842126,842127,842128,842130,842131,842132,842133,842134,842135,842136,842137,842138,842139,842140,842141,842142,842143,842144,842145,842146,842147,842148,842149,842150,842151,842152,842153,842154,842155,842156,842157,842159,842160,842161,842162,842163,842164,842166,842167,842168,842169,842171,842172,842173,842174,842176,842178,842179,842180,842181,842182,842183,842184,842185,842186,842187,842189,842190,842191,842192,842193,842194,842195,842196,842197,842198,842199,842201,8",3248,NULL,NP_000851,Governmental Organizations|NIH Initiatives,"15574495,16864780,16880406,17575121",0,10.1073/pnas.0406142101|10.1073/pnas.0603235103|10.1073/pnas.0604348103|10.1158/0008-5472.can-06-2287,1.1.1.141,P15428,NULL
995,2,qHTS Assay for Inhibitors of the ERK Signaling Pathway using a Homogeneous Screening Assay,"_|_qHTS Assay for Inhibitors of the ERK Signaling Pathway using a Homogeneous Screening Assay _|__|_NIH Chemical Genomics Center [NCGC]_|_NIH Molecular Libraries Screening Centers Network [MLSCN]_|__|_MLSCN Grant: 1X01MH082406-01_|_Assay Submitter (PI): Dr. Wei Zheng, NCGC/NIH_|__|_NCGC Assay Overview:_|__|_The Ras/extracellular-signal-regulated kinase (ERK) mitogen activated protein (MAP) kinase signaling pathway  (ERK1/2 cascade) plays is a  key role in transmitting  signals from the cell surface to the n",2,National Center for Advancing Translational Sciences (NCATS),ERKS579,20100706,"11,13,51,66,108,119,138,174,177,178,180,185,190,191,196,199,204,224,227,239,240,241,243,244,248,249,253,261,263,275,286,289,298,299,300,304,305,311,323,335,339,370,379,398,401,403,408,447,460,471,500,525,527,535,546,547,564,588,596,607,610,612,636,650,660,681,698,700,701,702,713,727,736,750,753,774,785,787,795,827,830,836,846,847,853,864,887,896,903,904,912,914,931,932,938,949,957,967,978,991,992,995,996,1004,1017,1023,1030,1045,1046,1049,1050,1052,1054,1057,1064,1066,1072,1102,1103,1123,1140,1148,1150,1176","842121,842122,842123,842124,842125,842126,842127,842128,842129,842130,842131,842132,842133,842134,842135,842136,842137,842138,842139,842140,842141,842142,842143,842144,842145,842146,842147,842148,842149,842150,842151,842152,842153,842154,842155,842156,842157,842158,842159,842160,842161,842162,842163,842164,842165,842166,842167,842168,842169,842170,842171,842172,842173,842174,842175,842176,842177,842178,842179,842180,842181,842182,842183,842184,842185,842186,842187,842188,842189,842190,842191,842192,842193,8",5594,NULL,NP_002736,Governmental Organizations|NIH Initiatives,"11242034,15573115,16864780,8388132",0,10.1016/0968-0004(93)90019-j|10.1038/35065000|10.1038/nrc1503|10.1073/pnas.0604348103,2.7.11.24,P28482,NULL
938,2,qHTS Assay for Agonists of the Thyroid Stimulating Hormone Receptor: Activators of Intracellular cAMP Concentrations in Parental HEK 293,NIH Chemical Genomics Center [NCGC]_|_NIH Molecular Libraries Screening Centers Network [MLSCN]_|_MLSCN Grant: 1 X01 MH080680-01_|_PI Name: Dr. Marvin Gershengorn_|__|_NCGC Assay Overview:_|__|_This cell based assay utilized a cyclic nucleotide gated ion channel (CNG) as a biosensor for cAMP induction. HEK 293 cells stably expressing the modified CNG were purchased from BD biosciences (http://www.atto.com/products/actone/features_benefits.shtml) . Stimulation of cAMP production causes the CNG to open and su,2,National Center for Advancing Translational Sciences (NCATS),TSHR742.2,20100706,"11,13,51,66,108,119,138,174,177,178,180,196,199,227,239,240,241,243,244,248,249,261,263,286,289,299,300,305,311,323,335,339,370,379,398,403,447,460,500,525,527,535,546,547,564,612,650,660,681,700,701,702,713,750,753,774,785,787,795,864,887,896,903,904,912,931,936,938,949,957,967,978,991,992,995,996,1004,1017,1023,1030,1045,1046,1047,1049,1052,1054,1057,1066,1102,1103,1123,1140,1150,1176,1183,1199,1214,1309,1316,1317,1318,1328,1329,1330,1331,1337,1340,1342,1346,1348,1354,1355,1359,1365,1366,1367,1370,1390,14","842121,842122,842123,842124,842125,842126,842127,842128,842129,842130,842131,842132,842133,842134,842135,842136,842137,842138,842139,842140,842141,842142,842143,842144,842145,842146,842147,842148,842149,842150,842151,842152,842153,842154,842155,842156,842157,842158,842159,842160,842161,842162,842163,842164,842165,842166,842167,842168,842169,842170,842171,842172,842173,842174,842175,842176,842177,842178,842179,842180,842181,842182,842183,842184,842185,842186,842187,842188,842189,842190,842191,842192,842193,8",7253,NULL,AAR07906,Governmental Organizations|NIH Initiatives,"16488885,16864780,18216391,18669595,19592511,20427476",0,10.1073/pnas.0604348103|10.1073/pnas.0904506106|10.1074/jbc.c600014200|10.1177/1087057107313786|10.1210/en.2008-0836|10.1210/en.2010-0199,NULL,P16473,NULL
878,1,NIH Compound Library Profiling: Compound and DTT Dependent Redox Cycling H2O2 Generation.,"Hydrogen peroxide (H2O2) can modulate (activate or inhibit) the activity of a variety of proteins including protein kinases, protein phosphatases, transcription factors, phospholipases, ion channels and G proteins.  H2O2 is capable of oxidizing the cysteine residues of proteins that may be crucial for their catalytic and/or structural function. Many proteins, including a significant number of the targets screened by the MLSCN, contain an active site cysteine that is required for biological activity e.g. the",9,University of Pittsburgh Molecular Library Screening Center,NIH Compound Library Profiling: Redox Cycling H2O2 Generation,20080225,"119,191,253,298,323,338,366,525,546,774,803,864,932,936,938,1046,1047,1150,1318,1329,1345,1400,1474,1492,1539,1646,1676,1688,1727,1775,1780,1820,1832,1833,1853,1882,1893,1922,1967,1981,1985,1986,2000,2002,2007,2015,2082,2108,2123,2153,2170,2196,2197,2247,2249,2256,2266,2303,2315,2331,2333,2343,2378,2391,2406,2435,2466,2471,2480,2482,2554,2576,2692,2708,2720,2722,2727,2732,2733,2754,2756,2762,2771,2788,2804,2812,2890,2950,2955,2972,3012,3019,3025,3037,3108,3117,3126,3151,3168,3169,3182,3194,3213,3242,3278,32","842121,842122,842123,842124,842125,842126,842127,842128,842129,842130,842131,842132,842133,842134,842135,842136,842137,842138,842139,842140,842141,842142,842143,842144,842145,842146,842148,842149,842150,842151,842152,842153,842154,842155,842156,842157,842158,842159,842160,842161,842162,842163,842164,842165,842166,842167,842168,842169,842170,842171,842172,842173,842174,842175,842176,842177,842178,842179,842180,842181,842182,842183,842184,842185,842186,842187,842188,842189,842190,842191,842192,842193,842194,8",NULL,NULL,NULL,NIH Initiatives,14711389,0,10.1177/1087057103258285,NULL,NULL,NULL
797,1,Fluorescence polarization assay for PKD inhibitors,"The PKD HTS assay was developed and run at the University of Pittsburgh Molecular Screening Center (PMLSC) as part of the Molecular Library Screening Center Network (MLSCN)(1R03DA24898-01). _|__|_Protein kinase D (PKD) is a novel family of serine/threonine kinases targeted by diacylglycerol. It regulates many fundamental cell functions including cell proliferation, survival, differentiation and protein trafficking, and plays important roles in pathological conditions such as cardiac hypertrophy and cancer i",9,University of Pittsburgh Molecular Library Screening Center,1R03DA024898-01,20070910,"119,191,253,298,323,338,366,525,546,774,803,864,932,936,938,1046,1047,1150,1318,1329,1345,1400,1474,1492,1539,1646,1676,1688,1727,1775,1780,1820,1832,1833,1853,1882,1893,1922,1967,1981,1985,1986,2000,2002,2007,2015,2082,2108,2123,2153,2170,2196,2197,2247,2249,2256,2266,2303,2315,2331,2333,2343,2378,2391,2406,2435,2466,2471,2480,2482,2554,2576,2692,2708,2720,2722,2727,2732,2733,2754,2756,2762,2771,2788,2804,2812,2890,2950,2955,2972,3012,3019,3025,3037,3108,3117,3126,3151,3168,3169,3182,3194,3213,3242,3278,32","842121,842122,842123,842124,842125,842126,842127,842128,842129,842130,842131,842132,842133,842134,842135,842136,842137,842138,842139,842140,842141,842142,842143,842144,842145,842146,842148,842149,842150,842151,842152,842153,842154,842155,842156,842157,842158,842159,842160,842161,842162,842163,842164,842165,842166,842167,842168,842169,842170,842171,842172,842173,842174,842175,842176,842177,842178,842179,842180,842181,842182,842183,842184,842185,842186,842187,842188,842189,842190,842191,842192,842193,842194,8",5587,NULL,NP_002733,NIH Initiatives,NULL,0,NULL,2.7.11.13,Q15139,NULL
898,1,YopH  HTS,"Grant number: none._|__|_Yersinia pestis is the causal agent of the bubonic plague and, although modern antibiotics are extremely effective against the malady, the plague remains a threat in many areas in the world.  Outbreaks of hundreds of cases still occur in Asia, Africa and South America and, in the United States cases are reported sporadically, mainly because of people handling infected animals or by being bitten by infected wild rodent fleas (http://www.cdc.gov).  YopH (Yersinia outer protein H) is a",9,University of Pittsburgh Molecular Library Screening Center,YopH HTS,20071218,"119,253,323,338,366,525,546,774,803,932,936,938,1046,1047,1150,1318,1329,1400,1474,1492,1539,1646,1676,1688,1727,1775,1780,1820,1833,1893,1922,1967,1985,1986,2000,2007,2015,2082,2123,2153,2170,2196,2197,2247,2249,2256,2266,2303,2315,2333,2343,2378,2391,2406,2435,2466,2471,2480,2482,2554,2576,2708,2720,2727,2732,2733,2754,2756,2762,2771,2788,2804,2890,2950,2955,2972,3012,3019,3025,3037,3108,3117,3126,3151,3168,3169,3182,3194,3213,3242,3278,3279,3295,3308,3331,3332,3333,3334,3335,3339,3366,3371,3373,3374,3385","842121,842122,842123,842124,842125,842126,842127,842128,842129,842130,842131,842132,842133,842134,842135,842136,842137,842138,842139,842140,842141,842142,842143,842144,842145,842146,842148,842149,842150,842151,842152,842153,842154,842155,842156,842157,842158,842159,842160,842161,842162,842163,842164,842165,842166,842167,842168,842169,842170,842171,842172,842173,842174,842175,842176,842177,842178,842179,842180,842181,842182,842183,842184,842185,842186,842187,842188,842189,842190,842191,842192,842193,842194,8",1239205,NULL,NP_783699,NIH Initiatives,"15847602,9077521",0,10.1146/annurev.micro.59.030804.121320|10.1172/jci119270,NULL,NP_783699,NULL
893,2,"qHTS Assay for Inhibitors of HSD17B4, hydroxysteroid (17-beta) dehydrogenase 4","Assay Overview:_|_NIH Molecular Libraries Screening Centers Network [MLSCN]_|_NIH Chemical Genomics Center [NCGC]_|_Structural Genomics Consortium [SGC]_|_Grant number: None_|__|_HADH2: Hydroxyacyl-Coenzyme A dehydrogenase, type II, was supplied by researchers at the Structural Genomics Consortium, Oxford University lab (PI Udo Oppermann). The mitochondrial enzyme 17-hydroxysteroid dehydrogenase type 10 (HSD17-10) previously classified as type II hydroxyacyl-CoA dehydrogenase (HADH2) catalyzes the NAD+ depe",2,National Center for Advancing Translational Sciences (NCATS),HSDB130,20100706,"11,13,51,66,108,119,138,174,177,178,180,185,190,191,196,199,204,224,227,239,240,241,243,244,248,249,253,261,263,275,286,289,298,299,300,304,305,311,323,335,339,370,379,398,401,403,408,447,460,471,500,525,527,535,546,547,564,588,596,607,610,612,636,650,660,681,698,700,701,702,713,727,736,750,753,774,785,787,795,827,830,836,846,847,853,864,887,896,903,904,912,914,931,932,936,938,949,957,967,978,991,992,995,996,1004,1017,1023,1030,1045,1046,1047,1049,1050,1052,1054,1057,1064,1066,1072,1102,1103,1123,1140,1148,","842121,842122,842123,842124,842125,842126,842127,842128,842129,842130,842131,842132,842133,842134,842135,842136,842137,842138,842139,842140,842141,842142,842143,842144,842145,842146,842147,842148,842149,842150,842151,842152,842153,842154,842155,842156,842157,842158,842159,842160,842161,842162,842163,842164,842165,842166,842167,842168,842169,842170,842171,842172,842173,842174,842175,842176,842177,842178,842179,842180,842181,842182,842183,842184,842185,842186,842187,842188,842189,842190,842191,842192,842193,8",NULL,NULL,"2O23_A,2O23_B",Governmental Organizations|NIH Initiatives,"10371197,12696021,12917011,16864780,9338779",0,10.1016/s0014-5793(99)00586-4|10.1038/39522|10.1042/bj20030877|10.1073/pnas.0604348103|10.1086/375116,NULL,2O23_A,NULL
923,2,qHTS Assay for Allosteric/Competitive Inhibitors of Caspase-1: Spectroscopic Profiling in AFC Spectral Region,"NIH Molecular Libraries Screening Centers Network [MLSCN]_|_NIH Chemical Genomics Center [NCGC]_|__|_MLSCN Grant: 1 X01 MH078950-01_|_PI Name: Dr. James Wells, _|_Dr. Enrique Perez-Paya, Dr.Janice Williams, Dr. Dennis Wolan, Mr. Brandon Butler_|__|_NCGC Assay Overview:_|__|_The rate of false hits is dramatically reduced by the qHTS approach (Inglese et al, PNAS, 103, 1147 (2006)) as spurious high- or low-response wells are quickly revealed when plotted in the context of concentration response. Occasionally,",2,National Center for Advancing Translational Sciences (NCATS),CASP120.2,20100712,"11,13,51,66,108,119,138,174,177,178,180,185,190,191,196,199,204,224,227,239,240,241,243,244,248,249,253,261,263,275,286,289,298,299,300,304,305,311,323,335,339,370,379,398,401,403,408,447,460,471,500,525,527,535,546,547,564,588,596,607,610,612,636,650,660,681,698,700,701,702,713,727,736,750,753,774,785,787,795,827,830,836,846,847,853,864,887,896,903,904,912,914,931,932,936,938,949,957,967,978,991,992,995,996,1004,1017,1023,1030,1045,1046,1047,1049,1050,1052,1054,1057,1064,1066,1072,1102,1103,1123,1140,1148,","842121,842122,842123,842124,842125,842126,842127,842128,842129,842130,842131,842132,842133,842134,842135,842136,842137,842138,842139,842140,842141,842142,842143,842144,842145,842146,842147,842148,842149,842150,842151,842152,842153,842154,842155,842156,842157,842158,842159,842160,842161,842162,842163,842164,842165,842166,842167,842168,842169,842170,842171,842172,842173,842174,842175,842176,842177,842178,842179,842180,842181,842182,842183,842184,842185,842186,842187,842188,842189,842190,842191,842192,842193,8",NULL,NULL,NULL,Governmental Organizations|NIH Initiatives,"15314233,16682620,16864780",0,10.1073/pnas.0404781101|10.1073/pnas.0602571103|10.1073/pnas.0604348103,NULL,NULL,NULL
886,2,"qHTS Assay for Inhibitors of HADH2 (Hydroxyacyl-Coenzyme A Dehydrogenase, Type II)","Assay Overview:_|_NIH Molecular Libraries Screening Centers Network [MLSCN]_|_NIH Chemical Genomics Center [NCGC]_|_Structural Genomics Consortium [SGC]_|_Grant Number: None_|__|__|_HADH2: Hydroxyacyl-Coenzyme A dehydrogenase, type II, was supplied by researchers at the Structural Genomics Consortium, Oxford University lab (PI Udo Oppermann). The mitochondrial enzyme 17-hydroxysteroid dehydrogenase type 10 (HSD17-10) previously classified as type II hydroxyacyl-CoA dehydrogenase (HADH2) catalyzes the NAD+ d",2,National Center for Advancing Translational Sciences (NCATS),HADH560,20100712,"11,13,51,66,108,119,138,174,177,178,180,196,199,227,239,240,241,243,244,248,249,261,263,275,286,289,299,300,305,311,323,335,339,370,379,398,403,447,460,500,525,527,535,546,547,564,612,650,660,681,700,701,702,713,750,753,774,785,787,795,864,887,896,903,904,912,931,936,938,949,957,967,978,991,992,995,996,1004,1017,1023,1030,1045,1046,1047,1049,1052,1054,1057,1066,1102,1103,1123,1140,1150,1176,1183,1199,1214,1309,1316,1317,1318,1328,1329,1330,1331,1337,1340,1342,1346,1348,1354,1355,1359,1365,1366,1367,1370,139","842121,842122,842123,842124,842125,842126,842127,842128,842129,842130,842131,842132,842133,842134,842135,842136,842137,842138,842139,842140,842141,842142,842143,842144,842145,842146,842147,842148,842149,842150,842151,842152,842153,842154,842155,842156,842157,842158,842159,842160,842161,842162,842163,842164,842165,842166,842167,842168,842169,842170,842171,842172,842173,842174,842175,842176,842177,842178,842179,842180,842181,842182,842183,842184,842185,842186,842187,842188,842189,842190,842191,842192,842193,8",NULL,NULL,"2O23_A,2O23_B",Governmental Organizations|NIH Initiatives,16864780,0,10.1073/pnas.0604348103,NULL,2O23_A,NULL
887,2,qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase),"Assay Overview:_|__|_NIH Molecular Libraries Screening Centers Network [MLSCN]_|_NIH Chemical Genomics Center [NCGC]_|_MLSCN Grant: MH081283-01A1_|_PI Name: Holman, T.R., University of California, Santa Cruz_|__|_Human lipoxygenase 15hLO-1 is a member of the closely related lipoxygenase family of enzymes which catalyze the site-specific oxidation of arachidonic acid to various hormone precursor molecules and as such is a candidate for drug development in a variety of disease areas, such as cancer and inflam",2,National Center for Advancing Translational Sciences (NCATS),LPOX955,20100706,"11,13,51,66,108,119,138,174,177,178,180,185,190,191,196,199,204,224,227,239,240,241,243,244,248,249,253,261,263,275,286,289,298,299,300,304,305,311,323,335,339,370,379,398,401,403,408,447,460,471,500,525,527,535,546,547,564,588,596,607,610,612,636,650,660,681,698,700,701,702,713,727,736,750,753,774,785,787,795,827,830,836,846,847,853,864,887,896,903,904,912,914,931,932,936,938,949,957,967,978,991,992,995,996,1004,1017,1023,1030,1045,1046,1047,1049,1050,1052,1054,1057,1064,1066,1072,1102,1103,1123,1140,1148,","842121,842122,842123,842124,842125,842126,842127,842128,842129,842130,842131,842132,842133,842134,842135,842136,842137,842138,842139,842140,842141,842142,842143,842144,842145,842146,842147,842148,842149,842150,842151,842152,842153,842154,842155,842156,842157,842158,842159,842160,842161,842162,842163,842164,842165,842166,842167,842168,842169,842170,842171,842172,842173,842174,842175,842176,842177,842178,842179,842180,842181,842182,842183,842184,842185,842186,842187,842188,842189,842190,842191,842192,842193,8",246,NULL,AAC52118,Governmental Organizations|NIH Initiatives,"16500106,16864780,17826100,17869117",0,10.1016/j.bmc.2006.01.057|10.1016/j.bmc.2007.07.036|10.1016/j.bmc.2007.08.015|10.1073/pnas.0604348103,NULL,AAC52118,NULL
